Nasa;Productnaam;Afdeling;Subafdeling;Actief;Gewicht;Kans14
842195;ah bio halfv melk;Zuivel;Zuivel;Ja;196;14
647871;arla skyr naturel;Zuivel;Zuivel;Ja;196;14
804258;camp halfvolle melk;Zuivel;Zuivel;Ja;196;14
570675;dzh halfvolle melk;Zuivel;Zuivel;Ja;196;14
809358;dzh yogh gr 10%;Zuivel;Zuivel;Ja;196;14
575360;ah halfv melk calci;Zuivel;Zuivel;Ja;169;13
27506;ah halfvolle melk;Zuivel;Zuivel;Ja;169;13
722517;ah slagroom;Zuivel;Zuivel;Ja;169;13
748064;arla lac gr st yogh;Zuivel;Zuivel;Ja;169;13
600587;dzh volle melk;Zuivel;Zuivel;Ja;169;13
853187;dzh yogh gr 2%;Zuivel;Zuivel;Ja;169;13
106375;ah bio halfv melk;Zuivel;Zuivel;Ja;144;12
28392;ah bio hv yoghurt;Zuivel;Zuivel;Ja;144;12
106377;ah bio volle yogh;Zuivel;Zuivel;Ja;144;12
582138;ah bio yogh gr 10%;Zuivel;Zuivel;Ja;144;12
727636;alm choc slag;Zuivel;Zuivel;Ja;144;12
815635;camp yoghurt;Zuivel;Zuivel;Ja;144;12
11956;dzh vanille vla;Zuivel;Zuivel;Ja;144;12
809402;mu breaker aardbei;Zuivel;Zuivel;Ja;144;12
106374;ah bio volle melk;Zuivel;Zuivel;Ja;121;11
27504;ah halfv van yogh;Zuivel;Zuivel;Ja;121;11
531306;ah magere kwark;Zuivel;Zuivel;Ja;121;11
540176;ah vanille vla;Zuivel;Zuivel;Ja;121;11
590142;ah volle kwark;Zuivel;Zuivel;Ja;121;11
11944;ah volle melk;Zuivel;Zuivel;Ja;121;11
27507;ah volle melk;Zuivel;Zuivel;Ja;121;11
831576;camp halfvolle yoghurt;Zuivel;Zuivel;Ja;121;11
721113;camp yogh griek nat;Zuivel;Zuivel;Ja;121;11
16916;dodoni gr yogh 5%;Zuivel;Zuivel;Ja;121;11
643482;dzh magere kwark;Zuivel;Zuivel;Ja;121;11
512652;ah bio mag yogh;Zuivel;Zuivel;Ja;100;10
794430;ah bio slagroom;Zuivel;Zuivel;Ja;100;10
806313;ah karnemelk;Zuivel;Zuivel;Ja;100;10
856024;ah yoghurt griekse stijl;Zuivel;Zuivel;Ja;100;10
512423;alm marac/perz;Zuivel;Zuivel;Ja;100;10
807769;arla bio hv yoghurt;Zuivel;Zuivel;Ja;100;10
76312;arla kefir nat bio;Zuivel;Zuivel;Ja;100;10
804257;camp halfvolle melk;Zuivel;Zuivel;Ja;100;10
535015;camp slagr vla van;Zuivel;Zuivel;Ja;100;10
11946;dzh karnemelk;Zuivel;Zuivel;Ja;100;10
582127;dzh magere kwark;Zuivel;Zuivel;Ja;100;10
548234;dzh magere melk 1l;Zuivel;Zuivel;Ja;100;10
613159;muller milk banaan;Zuivel;Zuivel;Ja;100;10
567485;ah bio magere kwark;Zuivel;Zuivel;Ja;81;9
751668;arla karnemelk bio;Zuivel;Zuivel;Ja;81;9
815586;dan actimel aardbei;Zuivel;Zuivel;Ja;81;9
49609;mu breaker stracc;Zuivel;Zuivel;Ja;81;9
691592;pur natur yoghurt bio;Zuivel;Zuivel;Ja;81;9
99373;ah creme fraiche;Zuivel;Zuivel;Ja;64;8
26322;ah griekse st hon;Zuivel;Zuivel;Ja;64;8
540178;ah karnemelk;Zuivel;Zuivel;Ja;64;8
11945;ah magere melk 0%;Zuivel;Zuivel;Ja;64;8
768144;ah yoghurt griek stijl 5%;Zuivel;Zuivel;Ja;64;8
601619;alm roomyogh wal ho;Zuivel;Zuivel;Ja;64;8
741233;arla skyr vanille;Zuivel;Zuivel;Ja;64;8
813638;betsie's geitenyogh;Zuivel;Zuivel;Ja;64;8
30368;camp high pr gr 1,5% gvp;Zuivel;Zuivel;Ja;64;8
815633;camp magere yoghurt;Zuivel;Zuivel;Ja;64;8
809061;camp slagroom royal;Zuivel;Zuivel;Ja;64;8
586044;camp vanille vla;Zuivel;Zuivel;Ja;64;8
16915;dodoni gr yogh 5%;Zuivel;Zuivel;Ja;64;8
72923;magere franse kwark natur;Zuivel;Zuivel;Ja;64;8
5774;actimel dr naturel;Zuivel;Zuivel;Ja;49;7
847732;ah bio kwark vol;Zuivel;Zuivel;Ja;49;7
75654;ah skyr ijslandse stijl;Zuivel;Zuivel;Ja;49;7
99375;ah sour cream;Zuivel;Zuivel;Ja;49;7
748015;alm choco slag kara;Zuivel;Zuivel;Ja;49;7
512424;alm roomyogh aardbei;Zuivel;Zuivel;Ja;49;7
807696;alm volle kwark vanille;Zuivel;Zuivel;Ja;49;7
583740;alm yogh sp sinaas;Zuivel;Zuivel;Ja;49;7
87619;alpro mild&cr no su;Zuivel;Zuivel;Ja;49;7
735934;arla lactofr hv mlk;Zuivel;Zuivel;Ja;49;7
751664;arla vol melk bio;Zuivel;Zuivel;Ja;49;7
30369;camp high pr gr 5% gvp;Zuivel;Zuivel;Ja;49;7
804259;camp karnemelk;Zuivel;Zuivel;Ja;49;7
67412;camp kwark vanil vp;Zuivel;Zuivel;Ja;49;7
59035;camp vol yogh prot;Zuivel;Zuivel;Ja;49;7
579536;camp zacht&l vanil;Zuivel;Zuivel;Ja;49;7
28423;campina milde mag kwark;Zuivel;Zuivel;Ja;49;7
30814;chocomel protein;Zuivel;Zuivel;Ja;49;7
16921;dan lucht kw perz;Zuivel;Zuivel;Ja;49;7
65398;dan luchtige kwark bosbes;Zuivel;Zuivel;Ja;49;7
694382;danoontje aardbei;Zuivel;Zuivel;Ja;49;7
16911;dodoni gr yogh 5%;Zuivel;Zuivel;Ja;49;7
573255;dzh creme fraiche;Zuivel;Zuivel;Ja;49;7
581894;dzh volle kwark;Zuivel;Zuivel;Ja;49;7
3491;mu breaker vanille;Zuivel;Zuivel;Ja;49;7
846105;ah bio halfvol melk;Zuivel;Zuivel;Ja;36;6
846102;ah bio karnemelk;Zuivel;Zuivel;Ja;36;6
30360;ah bio yogh griekse st 2%;Zuivel;Zuivel;Ja;36;6
47199;ah biogarde magere kwark;Zuivel;Zuivel;Ja;36;6
47195;ah biogarde stand naturel;Zuivel;Zuivel;Ja;36;6
99369;ah creme fraiche;Zuivel;Zuivel;Ja;36;6
66205;ah drink aard kers;Zuivel;Zuivel;Ja;36;6
851111;ah hlfv kwark;Zuivel;Zuivel;Ja;36;6
720377;ah kookroom;Zuivel;Zuivel;Ja;36;6
540177;ah magere yoghurt;Zuivel;Zuivel;Ja;36;6
41755;ah skyr ijsl stijl vanill;Zuivel;Zuivel;Ja;36;6
594391;ah terra gurt 60%mv;Zuivel;Zuivel;Ja;36;6
540175;ah vanille vla;Zuivel;Zuivel;Ja;36;6
821412;ah yoghurt griek stijl 0%;Zuivel;Zuivel;Ja;36;6
691523;ah yoghurt griekse st 10%;Zuivel;Zuivel;Ja;36;6
727685;alm choc slag van;Zuivel;Zuivel;Ja;36;6
92392;alm volle kwark citroen;Zuivel;Zuivel;Ja;36;6
597746;alm volle kwark sinaasapp;Zuivel;Zuivel;Ja;36;6
43255;alm yog mouss aardb;Zuivel;Zuivel;Ja;36;6
751659;arla halfvmelk bio;Zuivel;Zuivel;Ja;36;6
805380;arla lactofr hv mel;Zuivel;Zuivel;Ja;36;6
807628;arla lactofree hf yoghurt;Zuivel;Zuivel;Ja;36;6
835772;arla skyr naturel;Zuivel;Zuivel;Ja;36;6
551435;camp choc/van dubvl;Zuivel;Zuivel;Ja;36;6
805084;camp grieks st yogh;Zuivel;Zuivel;Ja;36;6
76369;camp halfvolle melk;Zuivel;Zuivel;Ja;36;6
687114;chocomel chilled;Zuivel;Zuivel;Ja;36;6
535037;dan luchtige kw aardb/van;Zuivel;Zuivel;Ja;36;6
821355;de boeren karnemelk;Zuivel;Zuivel;Ja;36;6
16912;dodoni gr yogh 0%;Zuivel;Zuivel;Ja;36;6
809755;mu breaker perzik;Zuivel;Zuivel;Ja;36;6
798841;mu havermoutpap;Zuivel;Zuivel;Ja;36;6
521008;optimel dr limoen;Zuivel;Zuivel;Ja;36;6
16930;optimel protdr aard;Zuivel;Zuivel;Ja;36;6
702163;zh boern yogh van muesli;Zuivel;Zuivel;Ja;36;6
521236;ah bio creme fraich;Zuivel;Zuivel;Ja;25;5
87310;ah bio halfvolle melk 2lt;Zuivel;Zuivel;Ja;25;5
106376;ah bio karnemelk;Zuivel;Zuivel;Ja;25;5
581636;ah bio mag melk;Zuivel;Zuivel;Ja;25;5
88703;ah chocolade vla;Zuivel;Zuivel;Ja;25;5
530940;ah cr fraiche light;Zuivel;Zuivel;Ja;25;5
66374;ah drinkyogh passie;Zuivel;Zuivel;Ja;25;5
26321;ah griekse st aardb;Zuivel;Zuivel;Ja;25;5
575366;ah halfvolle yoghur;Zuivel;Zuivel;Ja;25;5
687127;ah kefir weidem 1l;Zuivel;Zuivel;Ja;25;5
30695;ah klein yogh perz;Zuivel;Zuivel;Ja;25;5
26317;ah lv grieks 5% vet;Zuivel;Zuivel;Ja;25;5
823326;ah magere kwark;Zuivel;Zuivel;Ja;25;5
99353;ah opgeklopte slagroom;Zuivel;Zuivel;Ja;25;5
36246;ah slagroom;Zuivel;Zuivel;Ja;25;5
768136;alm 0% yogh marac/perzik;Zuivel;Zuivel;Ja;25;5
43256;alm yog mous per ma;Zuivel;Zuivel;Ja;25;5
509666;arla skyr kokos;Zuivel;Zuivel;Ja;25;5
686811;betsie vol geitenme;Zuivel;Zuivel;Ja;25;5
11073;breaker zero aardbe;Zuivel;Zuivel;Ja;25;5
845350;camp mager naturel;Zuivel;Zuivel;Ja;25;5
804995;camp mild kwark nat;Zuivel;Zuivel;Ja;25;5
845354;camp milde kwark vanille;Zuivel;Zuivel;Ja;25;5
579535;camp zacht&lu framb;Zuivel;Zuivel;Ja;25;5
16914;dodoni gr yogh 0%;Zuivel;Zuivel;Ja;25;5
598929;dzh chocoladevla;Zuivel;Zuivel;Ja;25;5
11955;dzh magere yoghurt;Zuivel;Zuivel;Ja;25;5
600590;dzh rijstdessert vanille;Zuivel;Zuivel;Ja;25;5
600589;dzh roeryoghurt naturel;Zuivel;Zuivel;Ja;25;5
11954;dzh volle yoghurt;Zuivel;Zuivel;Ja;25;5
821359;eelder boer van vla;Zuivel;Zuivel;Ja;25;5
620944;hp prot stracc;Zuivel;Zuivel;Ja;25;5
26310;isey kyr air stracc;Zuivel;Zuivel;Ja;25;5
852703;jersey volle melk;Zuivel;Zuivel;Ja;25;5
45960;lindahls pr kv str;Zuivel;Zuivel;Ja;25;5
740127;lindahls pr pud van;Zuivel;Zuivel;Ja;25;5
43263;mu break zero peach;Zuivel;Zuivel;Ja;25;5
809753;mu breaker banaan;Zuivel;Zuivel;Ja;25;5
798840;mu griesmeelpap;Zuivel;Zuivel;Ja;25;5
798842;mu rijstepap;Zuivel;Zuivel;Ja;25;5
748017;muller milk strawb;Zuivel;Zuivel;Ja;25;5
19317;muller shake van;Zuivel;Zuivel;Ja;25;5
727562;oatly haver dr vol;Zuivel;Zuivel;Ja;25;5
76365;optimel dr yog aard;Zuivel;Zuivel;Ja;25;5
543258;optimel kwark aardbei;Zuivel;Zuivel;Ja;25;5
65508;optimel kwark vanille;Zuivel;Zuivel;Ja;25;5
748045;oreo cheesecakes;Zuivel;Zuivel;Ja;25;5
822211;pur natur yoghurt nat bio;Zuivel;Zuivel;Ja;25;5
30784;upfront limon gran;Zuivel;Zuivel;Ja;25;5
780962;vifit aardbei;Zuivel;Zuivel;Ja;25;5
541967;vifit drink perzik;Zuivel;Zuivel;Ja;25;5
582878;activia aardbei;Zuivel;Zuivel;Ja;16;4
582903;activia vijg;Zuivel;Zuivel;Ja;16;4
54324;ah bio volle melk;Zuivel;Zuivel;Ja;16;4
47196;ah biogarde roer naturel;Zuivel;Zuivel;Ja;16;4
795084;ah chocolade mousse puur;Zuivel;Zuivel;Ja;16;4
801921;ah creme brulee;Zuivel;Zuivel;Ja;16;4
615967;ah dr yog framb 0%;Zuivel;Zuivel;Ja;16;4
702136;ah griekse stijl;Zuivel;Zuivel;Ja;16;4
73444;ah kl dess cappucc;Zuivel;Zuivel;Ja;16;4
73447;ah kl yogh mango;Zuivel;Zuivel;Ja;16;4
30692;ah klein vla vanil;Zuivel;Zuivel;Ja;16;4
30694;ah klein yogh aardb;Zuivel;Zuivel;Ja;16;4
721232;ah kookzuivel;Zuivel;Zuivel;Ja;16;4
721424;ah lac vrij hv melk;Zuivel;Zuivel;Ja;16;4
38699;ah terra soja gurt;Zuivel;Zuivel;Ja;16;4
830163;alm chocolade mousse;Zuivel;Zuivel;Ja;16;4
843121;alm hoekje chocoballs;Zuivel;Zuivel;Ja;16;4
843120;alm hoekje kers;Zuivel;Zuivel;Ja;16;4
853198;almhof hoekje venetie;Zuivel;Zuivel;Ja;16;4
691342;alpro pl kwark man;Zuivel;Zuivel;Ja;16;4
557834;alpro soya original;Zuivel;Zuivel;Ja;16;4
61212;arla lactofr v yogh;Zuivel;Zuivel;Ja;16;4
65501;arla lactofree magere kw;Zuivel;Zuivel;Ja;16;4
727544;arla lv volle melk;Zuivel;Zuivel;Ja;16;4
75653;arla skyr blueberry;Zuivel;Zuivel;Ja;16;4
851044;arla skyr vanille;Zuivel;Zuivel;Ja;16;4
691540;arla volle yogh bio;Zuivel;Zuivel;Ja;16;4
811904;becel pro act origi;Zuivel;Zuivel;Ja;16;4
11072;breaker zero banaan;Zuivel;Zuivel;Ja;16;4
602514;camp zacht&lu ban;Zuivel;Zuivel;Ja;16;4
567474;dan activia pruim;Zuivel;Zuivel;Ja;16;4
21137;dan danoontje ban;Zuivel;Zuivel;Ja;16;4
30672;danone yogh vanille;Zuivel;Zuivel;Ja;16;4
574301;dzh halfvolle melk;Zuivel;Zuivel;Ja;16;4
790149;dzh roomtoetje vani;Zuivel;Zuivel;Ja;16;4
821358;eelder vl boer yogh;Zuivel;Zuivel;Ja;16;4
693408;gm kiw aardb banaan;Zuivel;Zuivel;Ja;16;4
545932;gu c&s carm cheese;Zuivel;Zuivel;Ja;16;4
723535;hp prot perz pass;Zuivel;Zuivel;Ja;16;4
16919;isey skyr fram gran;Zuivel;Zuivel;Ja;16;4
729810;isey skyr vanille;Zuivel;Zuivel;Ja;16;4
45961;lindahls pr kv fram;Zuivel;Zuivel;Ja;16;4
798850;mu bolletje van vla;Zuivel;Zuivel;Ja;16;4
809754;mu breaker kers;Zuivel;Zuivel;Ja;16;4
60572;muller prodr banaan;Zuivel;Zuivel;Ja;16;4
60571;muller prodr choc;Zuivel;Zuivel;Ja;16;4
61779;muller shake aardb;Zuivel;Zuivel;Ja;16;4
575365;optimel dr aard/ker;Zuivel;Zuivel;Ja;16;4
751990;optimel drink framb;Zuivel;Zuivel;Ja;16;4
628692;optimel mag kwark app/kan;Zuivel;Zuivel;Ja;16;4
30830;optimel prot framb;Zuivel;Zuivel;Ja;16;4
820312;pur nat yog fra bio;Zuivel;Zuivel;Ja;16;4
819413;rolo dessert choc & karam;Zuivel;Zuivel;Ja;16;4
43540;upfr eiw lim pas;Zuivel;Zuivel;Ja;16;4
63105;yakult balance 8 pack;Zuivel;Zuivel;Ja;16;4
63095;yakult original 8 pack;Zuivel;Zuivel;Ja;16;4
830169;zh boer'n muesli bosvr;Zuivel;Zuivel;Ja;16;4
30670;activia kefir mango;Zuivel;Zuivel;Ja;9;3
30361;ah bio sour cream;Zuivel;Zuivel;Ja;9;3
11953;ah chocolade vla;Zuivel;Zuivel;Ja;9;3
751585;ah drinkyog ba/ki0%;Zuivel;Zuivel;Ja;9;3
575379;ah halfv yogh van;Zuivel;Zuivel;Ja;9;3
92154;ah halfvolle melk;Zuivel;Zuivel;Ja;9;3
702442;ah koffie mousse;Zuivel;Zuivel;Ja;9;3
30731;ah kwark yogh framb;Zuivel;Zuivel;Ja;9;3
30741;ah mag kwark aardb;Zuivel;Zuivel;Ja;9;3
30742;ah mag kwark vanil;Zuivel;Zuivel;Ja;9;3
16908;ah magere yogh perz;Zuivel;Zuivel;Ja;9;3
768104;ah magere yoghurt 0%;Zuivel;Zuivel;Ja;9;3
738326;ah milj dessert;Zuivel;Zuivel;Ja;9;3
30362;ah skyr ijsl stijl aardb;Zuivel;Zuivel;Ja;9;3
694387;ah skyr ijslandse stijl;Zuivel;Zuivel;Ja;9;3
590276;ah smikkeltoetje mega;Zuivel;Zuivel;Ja;9;3
593350;ah super kwarksnack aardb;Zuivel;Zuivel;Ja;9;3
69582;ah terra gurt bio;Zuivel;Zuivel;Ja;9;3
60535;ah terra kl s aardb;Zuivel;Zuivel;Ja;9;3
60537;ah terra kl s strac;Zuivel;Zuivel;Ja;9;3
21121;ah terra pl choco mo;Zuivel;Zuivel;Ja;9;3
737759;ah terra pl des tiram;Zuivel;Zuivel;Ja;9;3
48427;ah terra pl yog aar;Zuivel;Zuivel;Ja;9;3
781134;ah tiramisu;Zuivel;Zuivel;Ja;9;3
788855;ah tiramisu;Zuivel;Zuivel;Ja;9;3
829269;alpro almond unswee;Zuivel;Zuivel;Ja;9;3
846741;alpro mild&cr kokos;Zuivel;Zuivel;Ja;9;3
794356;alpro mild&cr van;Zuivel;Zuivel;Ja;9;3
742126;alpro pl kwark ong;Zuivel;Zuivel;Ja;9;3
695871;alpro pl var kw aar;Zuivel;Zuivel;Ja;9;3
36124;alpro prot pud choc;Zuivel;Zuivel;Ja;9;3
717952;alpro prot pud vani;Zuivel;Zuivel;Ja;9;3
505650;alpro soja yofu perzik;Zuivel;Zuivel;Ja;9;3
830176;alpro soya kers;Zuivel;Zuivel;Ja;9;3
542670;arla skyr aardbei;Zuivel;Zuivel;Ja;9;3
567488;bb finesse v koken;Zuivel;Zuivel;Ja;9;3
59036;camp high pr gr 1,5% kvp;Zuivel;Zuivel;Ja;9;3
853221;camp volle milde kwark;Zuivel;Zuivel;Ja;9;3
605611;dan activia natuur;Zuivel;Zuivel;Ja;9;3
807993;dan hipro prot bosv;Zuivel;Zuivel;Ja;9;3
626830;dzh mousse choco;Zuivel;Zuivel;Ja;9;3
790151;dzh roomtoetje choc;Zuivel;Zuivel;Ja;9;3
702161;dzh tiramisu 2 pack;Zuivel;Zuivel;Ja;9;3
11406;dzh yogh gr 2% van;Zuivel;Zuivel;Ja;9;3
821360;eeld boer van yogh;Zuivel;Zuivel;Ja;9;3
821357;eelder hv boer yogh;Zuivel;Zuivel;Ja;9;3
730751;ehrmann dessert va;Zuivel;Zuivel;Ja;9;3
671479;hipro pro dr bosbes;Zuivel;Zuivel;Ja;9;3
804881;hp prot aardb framb;Zuivel;Zuivel;Ja;9;3
741297;isey skyr aar w cho;Zuivel;Zuivel;Ja;9;3
678945;isey skyr lem cake;Zuivel;Zuivel;Ja;9;3
5769;isey skyr perzik;Zuivel;Zuivel;Ja;9;3
53344;isey skyr perzik;Zuivel;Zuivel;Ja;9;3
57850;kal halfv melk bio;Zuivel;Zuivel;Ja;9;3
726554;lind prot snack coc;Zuivel;Zuivel;Ja;9;3
60561;lindahls pr kv anan;Zuivel;Zuivel;Ja;9;3
45959;lindahls pr kv van;Zuivel;Zuivel;Ja;9;3
16928;lindahls pro+ cocoa;Zuivel;Zuivel;Ja;9;3
84164;lindahls prot m van;Zuivel;Zuivel;Ja;9;3
796541;mona griesmeel pudding;Zuivel;Zuivel;Ja;9;3
31239;mona griesmeelpudding;Zuivel;Zuivel;Ja;9;3
807761;mona van pud aardbei saus;Zuivel;Zuivel;Ja;9;3
796539;mona vanillepudd aardbei;Zuivel;Zuivel;Ja;9;3
16953;mu breaker appelt;Zuivel;Zuivel;Ja;9;3
798846;mu havermoutpap;Zuivel;Zuivel;Ja;9;3
798843;mu rijstepap;Zuivel;Zuivel;Ja;9;3
587840;optimel dr mang/pas;Zuivel;Zuivel;Ja;9;3
751658;optimel drinkyogurt;Zuivel;Zuivel;Ja;9;3
805007;optimel kwark strac;Zuivel;Zuivel;Ja;9;3
747259;optimel ma kwrk bos;Zuivel;Zuivel;Ja;9;3
59952;optimel prot mango;Zuivel;Zuivel;Ja;9;3
535026;optimel van yogh 0%;Zuivel;Zuivel;Ja;9;3
564193;optimel vla van 0%;Zuivel;Zuivel;Ja;9;3
825854;pur natur yog gran ap bio;Zuivel;Zuivel;Ja;9;3
60574;tobl mousse choc;Zuivel;Zuivel;Ja;9;3
30782;upfront limon appel;Zuivel;Zuivel;Ja;9;3
31098;upfront shake vanil;Zuivel;Zuivel;Ja;9;3
513883;vifit drink rode vr;Zuivel;Zuivel;Ja;9;3
60559;xxl nutri fpud choc;Zuivel;Zuivel;Ja;9;3
596250;yakult regular gvp;Zuivel;Zuivel;Ja;9;3
804913;zh boer'n muesli aardbei;Zuivel;Zuivel;Ja;9;3
30803;zh boer'n pv mues;Zuivel;Zuivel;Ja;9;3
30804;zh boer'n yogh pv;Zuivel;Zuivel;Ja;9;3
656588;zh vla vanille;Zuivel;Zuivel;Ja;9;3
682778;zn boer'n yogh bos;Zuivel;Zuivel;Ja;9;3
52558;activia mix & go gr;Zuivel;Zuivel;Ja;4;2
712278;activia perzik 0%;Zuivel;Zuivel;Ja;4;2
619241;ah bio van yogh;Zuivel;Zuivel;Ja;4;2
694384;ah cheescake ny;Zuivel;Zuivel;Ja;4;2
11943;ah halfvolle melk;Zuivel;Zuivel;Ja;4;2
73445;ah kl yogh kokos;Zuivel;Zuivel;Ja;4;2
30691;ah klein vla choco;Zuivel;Zuivel;Ja;4;2
30730;ah kwark yogh van;Zuivel;Zuivel;Ja;4;2
30743;ah mag kwark stracc;Zuivel;Zuivel;Ja;4;2
540174;ah magere yoghurt;Zuivel;Zuivel;Ja;4;2
664480;ah prot kwark frmbs;Zuivel;Zuivel;Ja;4;2
662473;ah prot kwark przk;Zuivel;Zuivel;Ja;4;2
787083;ah prot kwark przk;Zuivel;Zuivel;Ja;4;2
556459;ah prot kwark vanil;Zuivel;Zuivel;Ja;4;2
16945;ah protein pud van;Zuivel;Zuivel;Ja;4;2
69595;ah roomyog sin mand;Zuivel;Zuivel;Ja;4;2
63441;ah stroopwafel vla;Zuivel;Zuivel;Ja;4;2
60544;ah terra gurt van;Zuivel;Zuivel;Ja;4;2
60536;ah terra kl s perz;Zuivel;Zuivel;Ja;4;2
52547;ah terra pl kwark;Zuivel;Zuivel;Ja;4;2
839845;ah terra pl soja gurt ong;Zuivel;Zuivel;Ja;4;2
11852;ah terra pl yog mng;Zuivel;Zuivel;Ja;4;2
11207;ah terra pl yogh;Zuivel;Zuivel;Ja;4;2
43262;ah terra soj kw van;Zuivel;Zuivel;Ja;4;2
781133;ah tiramisu;Zuivel;Zuivel;Ja;4;2
22596;ah trifle aardb;Zuivel;Zuivel;Ja;4;2
540180;ah volle yoghurt;Zuivel;Zuivel;Ja;4;2
701557;alm hoekje choc cook;Zuivel;Zuivel;Ja;4;2
714667;alpro dessert vanilla;Zuivel;Zuivel;Ja;4;2
853211;alpro pl kwark nat;Zuivel;Zuivel;Ja;4;2
722482;alpro pl kwark van;Zuivel;Zuivel;Ja;4;2
716500;alpro pl yoghurt;Zuivel;Zuivel;Ja;4;2
751733;alpro soya bosbes;Zuivel;Zuivel;Ja;4;2
60550;alpro yog aardb 4p;Zuivel;Zuivel;Ja;4;2
825249;arla hv melk bio;Zuivel;Zuivel;Ja;4;2
702115;arla lactofree creme;Zuivel;Zuivel;Ja;4;2
694379;arla skyr naturel bio;Zuivel;Zuivel;Ja;4;2
727484;arla volle melk bio;Zuivel;Zuivel;Ja;4;2
843131;bros krakende mousse;Zuivel;Zuivel;Ja;4;2
752033;dan activia vezels granen;Zuivel;Zuivel;Ja;4;2
739694;dan hipro prot ban;Zuivel;Zuivel;Ja;4;2
548259;dan stracciatella;Zuivel;Zuivel;Ja;4;2
510033;dan vanille;Zuivel;Zuivel;Ja;4;2
5779;danio duo karam;Zuivel;Zuivel;Ja;4;2
702116;danone danoontje;Zuivel;Zuivel;Ja;4;2
59032;danone skyr nat prot 0%;Zuivel;Zuivel;Ja;4;2
26077;danone skyr naturel;Zuivel;Zuivel;Ja;4;2
833633;danone twix mix;Zuivel;Zuivel;Ja;4;2
826690;danoontje aardb app;Zuivel;Zuivel;Ja;4;2
639760;dzh aardbeienyoghurt;Zuivel;Zuivel;Ja;4;2
702107;dzh halfv yogh nat;Zuivel;Zuivel;Ja;4;2
790143;dzh kinderkwark;Zuivel;Zuivel;Ja;4;2
76377;eelder geitenmelk;Zuivel;Zuivel;Ja;4;2
703195;ehrmann dessert ch;Zuivel;Zuivel;Ja;4;2
713303;elke melk;Zuivel;Zuivel;Ja;4;2
693406;gm framb blauwe bes;Zuivel;Zuivel;Ja;4;2
52548;gu speculoos cheesecake;Zuivel;Zuivel;Ja;4;2
564591;hipro pro kwark man;Zuivel;Zuivel;Ja;4;2
11854;hipro prot banaan;Zuivel;Zuivel;Ja;4;2
63247;hp mousse dark choc;Zuivel;Zuivel;Ja;4;2
806362;hp prot mango;Zuivel;Zuivel;Ja;4;2
804918;hp prot vanil cooki;Zuivel;Zuivel;Ja;4;2
80987;iset skyr mand pie;Zuivel;Zuivel;Ja;4;2
888642;isey air cherry ch;Zuivel;Zuivel;Ja;4;2
740970;isey sky l gez cara;Zuivel;Zuivel;Ja;4;2
698979;isey skyr bl be pie;Zuivel;Zuivel;Ja;4;2
53604;isey skyr cher cheesecake;Zuivel;Zuivel;Ja;4;2
69603;isey skyr mang&matcha lv;Zuivel;Zuivel;Ja;4;2
882276;isey skyr toffee;Zuivel;Zuivel;Ja;4;2
67115;kal volle melk bio;Zuivel;Zuivel;Ja;4;2
639787;kinder melkschijfjes;Zuivel;Zuivel;Ja;4;2
16910;lindahls pro+ aardb;Zuivel;Zuivel;Ja;4;2
85539;mona toetje van de maand;Zuivel;Zuivel;Ja;4;2
748037;mu breaker cc framb;Zuivel;Zuivel;Ja;4;2
30718;mu prot perz fr yog;Zuivel;Zuivel;Ja;4;2
687107;mu prot shake rasp;Zuivel;Zuivel;Ja;4;2
727546;mu protein choc;Zuivel;Zuivel;Ja;4;2
529595;mu protein dr aard;Zuivel;Zuivel;Ja;4;2
542644;mu protein yog strb;Zuivel;Zuivel;Ja;4;2
798859;mu rum/rozijn vla;Zuivel;Zuivel;Ja;4;2
727542;mu vla hopjes;Zuivel;Zuivel;Ja;4;2
60573;muller limited edit;Zuivel;Zuivel;Ja;4;2
830159;neste bros melkchoc mous;Zuivel;Zuivel;Ja;4;2
521009;optimel dr framboos;Zuivel;Zuivel;Ja;4;2
60552;optimel dr vz fr bb;Zuivel;Zuivel;Ja;4;2
768178;optimel drink framboos;Zuivel;Zuivel;Ja;4;2
751991;optimel mango pass;Zuivel;Zuivel;Ja;4;2
817794;optimel mango/passievr dr;Zuivel;Zuivel;Ja;4;2
16932;optimel prot bosb;Zuivel;Zuivel;Ja;4;2
16931;optimel prot prz pv;Zuivel;Zuivel;Ja;4;2
60553;optimel yog vz aard;Zuivel;Zuivel;Ja;4;2
60554;optimel yog vz mang;Zuivel;Zuivel;Ja;4;2
768158;optimel yogh limit;Zuivel;Zuivel;Ja;4;2
567482;optimel yoghbosvr0%;Zuivel;Zuivel;Ja;4;2
31099;upfront shake aardb;Zuivel;Zuivel;Ja;4;2
63113;yakult plus 8-pack;Zuivel;Zuivel;Ja;4;2
564269;zh boer'n yogh nat;Zuivel;Zuivel;Ja;4;2
5771;zh boer'n yogh van;Zuivel;Zuivel;Ja;4;2
740564;zh vla duo ch van;Zuivel;Zuivel;Ja;4;2
586238;zn boer'n yogh aard;Zuivel;Zuivel;Ja;4;2
30530;activia kef nat bel;Zuivel;Zuivel;Ja;1;1
30683;activia kefir bosb;Zuivel;Zuivel;Ja;1;1
30671;activia kefir natur;Zuivel;Zuivel;Ja;1;1
60545;activia vz r vru 4p;Zuivel;Zuivel;Ja;1;1
